nd ,Gender,Country,Age,Income,Marital-Stat5,workclass,credit-score,Learning,Tenure,Balance,Products,Education,Occupation,Target
8295,0,2,31,140000,0,2,7695,3,3,101680,2,2,2,0
8296,0,0,31,100000,1,0,75818,4,4,102745,3,1,0,0
8297,1,1,25,160000,0,0,31400,4,2,100000,1,3,3,0
8298,0,0,36,200000,1,0,197810,6,4,109051,3,1,0,1
8299,0,2,37,240000,0,4,660,2,2,131187,1,3,3,0
8300,0,2,31,160000,0,2,3555,3,3,107340,2,1,2,0
8301,0,2,32,230000,0,0,441,3,3,128200,2,2,2,0
8302,0,2,31,420000,0,0,233413,4,4,112000,3,1,0,1
8303,1,2,36,170000,0,1,177116,6,4,100000,3,1,0,0
8304,1,1,42,10000,1,1,6091,5,4,101000,2,1,0,0
8305,1,1,37,210000,0,2,53748,3,3,199737,2,2,2,0
8306,0,0,22,10000,0,2,14896,4,4,107000,3,1,0,0
8307,0,2,34,390000,1,2,3060,3,4,160248,3,1,2,0
8308,0,0,40,330000,0,1,131096,6,4,100000,3,1,0,0
8309,0,2,45,720000,1,0,125529,4,4,108019,3,1,0,0
8310,0,0,37,300000,1,0,51893,6,4,102000,-1,0,0,0
8311,0,0,48,380000,1,0,64001,4,4,105000,3,1,0,0
8312,1,0,24,50000,1,0,17961,4,4,101700,3,1,0,0
8313,0,0,32,310000,0,0,51007,4,4,102200,3,1,0,0
8314,0,0,35,30000,1,2,11359,3,6,127657,3,1,0,0
8315,0,1,42,470000,1,0,219081,4,4,170000,3,1,0,0
8316,0,0,41,180000,1,0,110856,4,4,105000,3,1,0,0
8317,0,0,27,280000,0,0,272507,4,4,108533,3,1,0,0
8318,0,0,26,10000,1,1,5015,5,6,100000,5,1,0,1
8319,0,1,49,10000,1,1,1409,3,6,100000,1,3,3,1
8320,1,0,29,50000,0,0,48632,4,6,104600,3,1,0,0
8321,1,0,43,50000,1,0,8214,4,4,101140,3,1,0,0
8322,1,0,30,200000,0,0,179273,-1,4,106657,3,1,0,0
8323,0,1,50,20000,1,2,5141,3,3,103754,2,3,3,1
8324,0,1,27,210000,1,4,0,5,3,100000,2,3,3,0
8325,0,0,43,500000,1,4,10330,2,2,112320,1,3,3,0
8326,0,2,44,500000,1,2,301,3,4,111063,3,1,2,0
8327,0,0,46,30000,0,0,19495,4,6,103400,5,0,0,1
8328,0,2,41,210000,1,4,-28,5,3,100000,2,3,2,0
8329,0,2,37,290000,1,2,20565,-1,3,108741,2,2,2,0
8330,0,1,22,30000,0,1,41867,5,4,100000,3,1,0,1
8331,0,1,40,300000,0,2,390,3,3,100390,2,2,2,0
8332,0,1,37,60000,0,0,53867,4,4,102000,3,1,0,0
8333,0,2,30,400000,0,2,634,3,4,105939,3,1,0,0
8334,0,2,32,200000,1,1,220,3,3,100000,2,1,2,1
8335,0,0,23,70000,0,0,68410,4,4,102413,3,1,0,0
8336,1,2,39,210000,0,4,28435,-1,2,107637,1,3,3,0
8337,1,2,34,280000,0,0,212093,4,4,118685,-1,1,0,0
8338,0,0,30,120000,1,0,101596,4,4,103706,3,1,0,0
8339,0,0,37,50000,1,0,47832,4,4,103010,-1,1,1,0
8340,1,2,33,290000,0,0,277227,4,4,110681,3,1,0,0
8341,0,2,32,200000,0,0,14254,-1,4,110000,3,1,0,0
8342,1,0,46,100000,1,1,17497,6,6,101300,3,1,0,1
8343,0,0,41,220000,1,1,650,3,6,100325,2,0,2,1
8344,0,2,38,150000,1,4,0,-1,2,100000,1,3,3,1
8345,1,0,43,10000,0,2,654,6,3,100608,2,2,2,1
8346,1,2,34,360000,0,0,14867,4,3,101079,3,1,0,0
8347,0,1,30,200000,1,2,1120,3,6,101100,2,2,2,0
8348,0,0,27,50000,0,1,8951,5,6,100200,5,0,1,1
8349,0,0,27,200000,0,1,186806,6,4,100000,3,1,0,0
8350,1,2,30,50000,0,3,37570,8,6,100000,5,0,1,0
8351,1,0,39,30000,0,0,28708,4,4,101514,3,1,0,0
8352,0,0,49,60000,1,0,58928,4,4,102500,-1,1,0,0
8353,0,1,36,120000,1,0,91914,4,4,104260,3,1,1,0
8354,1,1,48,130000,1,0,11926,4,6,110840,2,2,2,0
8355,0,2,31,350000,0,2,49184,-1,4,120738,3,1,0,0
8356,1,2,38,220000,0,0,212795,4,4,108909,-1,1,0,1
8357,0,2,40,270000,1,2,9658,3,3,108781,3,1,0,0
8358,0,0,56,240000,1,1,2500,7,6,100000,1,3,3,1
8359,0,0,34,290000,0,0,25530,4,4,115035,-1,1,0,0
8360,0,0,41,50000,1,1,36329,6,6,103406,3,1,0,1
8361,1,1,40,50000,1,0,48785,6,4,102090,3,1,0,1
8362,0,2,40,200000,1,2,3266,3,3,100390,2,3,3,0
8363,0,0,48,20000,1,1,780,3,6,100390,-1,1,2,0
8364,0,0,37,80000,0,1,1118,3,3,100000,3,1,0,0
8365,0,2,47,210000,1,4,234,2,2,100000,1,3,3,0
8366,0,0,32,500000,0,2,13631,4,3,103840,2,1,0,0
8367,0,0,44,320000,1,2,396,3,3,100396,2,1,2,0
8368,0,0,34,100000,1,1,39192,7,6,101700,5,0,1,0
8369,0,2,29,420000,0,4,4406,2,2,104205,1,3,3,0
8370,0,1,48,130000,1,2,13570,4,3,100785,2,2,2,0
8371,0,0,37,50000,1,1,1050,6,7,100000,6,4,4,1
8372,0,0,37,100000,0,0,107669,4,4,103536,3,1,0,0
8373,0,2,27,50000,0,1,300,7,6,100000,10,5,6,1
8374,1,2,58,500000,1,2,7285,3,3,128730,3,2,2,0
8375,0,2,40,450000,0,2,9612,3,3,119293,2,3,3,0
8376,0,0,27,300000,1,0,286321,4,4,120000,3,1,0,1
8377,1,2,46,80000,1,1,40509,6,6,101000,5,0,1,0
8378,0,0,28,180000,0,4,2177,2,2,101175,1,3,3,0
8379,0,0,39,380000,1,2,19261,3,4,181975,3,1,0,0
8380,1,0,41,90000,1,1,86699,5,4,100000,3,1,1,1
8381,1,2,61,230000,1,2,1477,3,3,103710,2,2,2,0
8382,0,1,37,170000,1,0,158920,4,4,108000,3,1,0,0
8383,0,1,35,370000,1,2,5886,3,4,108190,2,1,0,0
8384,0,1,24,30000,0,1,15335,6,6,100000,-1,0,4,1
8385,0,0,29,50000,0,0,50029,4,4,102100,3,1,0,0
8386,0,2,42,300000,1,4,3000,2,2,103300,1,3,3,0
8387,1,2,36,380000,0,0,68943,4,4,108000,-1,1,0,0
8388,0,1,26,80000,0,4,0,5,2,100000,1,3,3,1
8389,0,2,28,240000,0,0,236772,4,4,110000,3,1,0,0
8390,1,2,34,280000,1,0,188698,4,4,106337,3,1,0,0
8391,1,1,47,250000,1,2,1170,-1,3,101863,-1,2,2,0
8392,1,0,45,280000,0,0,170678,4,3,107000,3,1,0,0
8393,0,0,33,100000,1,0,96547,6,4,105305,3,1,0,0
8394,0,0,23,110000,0,0,106963,4,4,105023,3,1,0,0
8395,0,0,24,40000,0,0,38221,4,4,103107,3,1,0,1
8396,0,0,56,50000,1,0,48703,4,4,102000,3,1,0,0
8397,1,0,27,130000,0,0,29078,-1,4,101506,3,1,0,0
8398,0,1,51,240000,1,0,225614,4,4,110473,3,1,0,0
8399,0,2,53,180000,1,2,46122,3,3,101260,3,1,2,0
8400,1,1,52,380000,1,0,145445,4,4,106000,3,1,0,0
8401,1,3,42,230000,1,0,92230,4,4,103292,3,1,0,0
8402,1,0,59,160000,0,0,86249,4,4,105000,3,1,0,0
8403,1,1,50,200000,1,4,17306,2,2,117380,1,2,2,0
8404,0,0,26,110000,0,4,432,2,2,103220,1,3,3,0
8405,1,0,34,150000,1,1,52692,5,6,103000,5,0,1,1
8406,1,0,36,450000,0,4,8012,2,2,104021,1,3,3,1
8407,1,1,50,100000,1,0,154970,4,2,100000,1,3,3,0
8408,0,0,33,200000,1,0,15126,-1,4,103000,3,1,0,0
8409,1,2,34,450000,1,0,451113,4,4,118500,3,1,0,0
8410,0,0,26,50000,1,2,0,5,6,101000,-1,3,3,0
8411,0,0,45,170000,1,2,12847,3,4,109807,3,1,0,0
8412,0,0,25,80000,0,0,17330,6,4,103000,-1,1,0,1
8413,1,1,32,70000,0,0,65460,4,4,102352,3,1,0,1
8414,0,1,22,30000,0,0,28579,4,4,102006,3,1,0,0
8415,0,2,27,80000,0,2,988,3,6,112961,2,2,2,1
8416,1,0,39,120000,1,2,435,6,3,100435,2,2,2,0
8417,0,0,50,50000,1,0,50658,-1,4,102357,3,1,0,0
8418,0,0,23,60000,1,1,63143,6,4,100000,3,1,0,0
8419,0,1,44,80000,1,2,5730,-1,3,105837,1,3,3,0
8420,1,1,28,130000,0,0,132258,4,4,106900,-1,1,0,0
8421,1,0,38,50000,0,1,15116,5,6,100300,5,1,0,1
8422,1,1,26,50000,0,4,0,2,2,100000,1,3,3,0
8423,0,0,26,230000,0,2,18612,3,4,190523,3,1,2,0
8424,1,0,40,20000,0,5,17361,5,7,100000,5,0,1,0
8425,0,2,41,420000,0,0,79899,4,4,103391,3,1,0,0
8426,0,0,25,120000,1,0,70282,-1,4,104000,-1,1,0,0
8427,1,1,40,110000,1,0,93357,4,4,104100,3,1,0,0
8428,1,2,40,170000,1,0,171841,4,4,107540,3,1,0,0
8429,0,1,53,90000,1,0,65237,4,4,102255,3,1,0,1
8430,0,2,49,500000,1,2,4007,3,3,110021,2,2,2,0
8431,0,0,26,50000,1,1,46800,6,6,102100,5,0,1,1
8432,1,0,31,160000,1,0,94041,4,4,103579,3,1,1,0
8433,0,0,51,110000,1,0,10141,4,4,101500,5,0,1,0
8434,1,0,38,80000,0,0,54809,-1,4,102612,3,1,0,0
8435,0,2,28,50000,0,2,2926,3,3,101254,2,2,2,0
8436,1,0,25,40000,1,0,37540,4,4,101976,3,1,1,0
8437,0,2,25,120000,0,0,105169,4,6,108000,3,1,0,1
8438,1,1,33,70000,1,0,70011,4,4,115000,3,1,0,1
8439,1,2,36,120000,1,0,43488,4,4,102000,2,1,0,0
8440,1,0,31,150000,1,4,500,2,2,115338,1,3,3,0
8441,0,0,26,120000,0,3,12034,7,6,101000,5,4,1,0
8442,0,0,27,20000,1,0,10489,4,4,101222,-1,2,2,1
8443,1,0,23,20000,0,3,11859,7,6,100000,3,1,1,1
8444,0,1,36,160000,1,0,92816,4,4,105000,3,0,1,0
8445,0,1,59,50000,1,0,25775,4,2,100000,1,3,3,0
8446,0,2,31,210000,1,0,157544,4,4,107505,3,1,0,0
8447,0,0,25,260000,0,0,16373,4,4,105006,3,2,0,1
8448,1,0,43,330000,1,2,13200,3,3,109863,3,1,2,0
8449,0,2,35,70000,1,5,77021,-1,7,100000,5,1,0,0
8450,1,2,26,20000,0,1,15397,5,4,100000,3,1,0,0
8451,0,2,42,250000,1,0,25298,4,2,100000,-1,3,3,0
8452,1,0,32,80000,0,0,78239,4,4,104500,3,1,0,1
8453,1,2,25,80000,1,0,48470,4,6,104700,5,1,0,1
8454,0,0,27,120000,1,0,85492,4,4,103500,3,1,1,1
8455,0,2,31,160000,0,4,0,2,2,100000,2,2,2,0
8456,0,0,33,360000,0,0,9797,4,3,101000,2,1,2,0
8457,0,0,32,140000,0,0,103181,6,4,106000,5,0,1,0
8458,0,2,27,260000,0,2,399,3,3,100399,2,1,2,0
8459,1,0,58,150000,1,4,4473,2,2,103273,1,3,3,0
8460,0,0,38,170000,0,2,13451,3,3,110539,2,2,2,0
8461,1,0,23,50000,0,2,45708,3,6,106000,3,1,0,0
8462,0,2,29,50000,0,0,44498,4,4,104000,3,1,0,0
8463,0,0,23,150000,0,4,198,2,2,104848,1,2,1,0
8464,0,1,42,480000,1,4,7245,-1,2,100000,1,3,3,0
8465,0,1,28,150000,1,0,70537,-1,4,108000,3,2,2,0
8466,1,0,57,160000,1,1,2008,3,6,100000,-1,2,2,0
8467,0,0,26,80000,1,1,27458,-1,6,101800,5,0,1,1
8468,1,2,40,450000,1,4,0,5,2,100000,1,3,3,1
8469,1,1,36,100000,0,0,38546,6,4,104400,3,1,1,0
8470,0,0,28,220000,0,2,7468,3,3,105045,2,2,2,0
8471,1,2,31,190000,0,0,104503,-1,4,104000,5,0,0,0
8472,1,0,37,200000,1,0,199669,4,4,109300,3,1,0,0
8473,1,1,40,200000,1,0,205277,4,3,100269,3,1,3,0
8474,1,0,33,20000,1,0,18706,4,4,101275,5,0,3,1
8475,0,2,28,360000,0,2,276,3,3,100000,2,2,2,0
8476,0,0,31,50000,1,0,22716,4,4,102000,3,1,0,0
8477,0,2,26,250000,0,0,50122,-1,4,102027,3,1,0,0
8478,0,2,29,320000,0,0,42596,4,4,101955,3,1,0,0
8479,0,0,30,120000,0,0,104801,4,4,104000,3,1,0,0
8480,1,2,28,30000,0,0,10480,4,4,101199,-1,0,0,1
8481,1,1,42,40000,0,1,1978,3,3,100003,-1,1,2,0
8482,1,2,31,460000,0,0,4533,-1,6,105002,3,1,0,0
8483,1,2,40,300000,1,2,4950,3,2,100000,1,3,3,0
8484,0,2,34,280000,0,4,2793,2,2,101356,1,3,3,0
8485,1,1,46,170000,1,2,1804,-1,3,101804,2,2,0,1
8486,1,0,34,220000,1,0,144544,4,4,106500,3,1,0,0
8487,0,0,26,70000,0,0,23790,4,4,101425,3,1,0,0
8488,1,2,43,160000,1,2,238,3,3,100000,2,2,1,0
8489,0,1,34,300000,0,2,2344,3,6,108000,3,1,2,0
8490,0,0,56,50000,0,0,30121,4,3,102295,3,1,2,0
8491,1,0,45,150000,0,2,9487,3,2,100000,2,2,2,0
8492,1,0,33,50000,0,0,48355,4,4,102140,3,1,0,0
8493,0,2,23,50000,0,1,50638,5,4,100000,3,1,0,1
8494,1,0,37,260000,1,0,128602,4,4,103203,3,1,0,0
8495,0,2,28,200000,0,2,3494,3,3,102516,-1,2,2,0
8496,1,1,45,300000,1,2,836,3,3,100390,5,2,0,0
8497,0,1,29,100000,1,4,0,5,2,100000,2,2,2,0
8498,0,1,43,60000,0,0,65349,4,4,102300,3,2,0,1
8499,1,2,28,460000,0,0,460609,4,4,118138,-1,1,0,0
8500,1,0,47,550000,1,0,68328,4,4,110000,-1,1,3,0
8501,0,2,37,280000,1,2,3915,3,3,106691,2,2,2,0
8502,1,2,29,110000,0,0,104216,4,4,107316,3,1,0,0
8503,0,2,24,50000,0,2,629,3,3,100351,2,2,2,0
8504,0,2,28,140000,0,2,5845,4,4,110322,-1,1,0,0
8505,0,2,30,280000,0,2,596,3,3,100645,-1,2,2,0
8506,1,2,49,480000,1,0,376186,4,4,120000,3,1,0,0
8507,0,0,28,240000,0,1,294180,-1,6,100000,5,1,0,0
8508,0,2,40,250000,1,1,16503,5,4,100000,3,1,0,0
8509,1,2,25,50000,0,2,2543,3,3,114439,2,2,3,0
8511,1,2,35,390000,1,0,24297,4,4,105000,3,1,0,0
8512,1,0,35,210000,0,0,131956,4,4,105000,3,1,0,0
8513,0,0,53,60000,1,2,390,3,3,100390,2,2,2,1
8514,1,0,24,20000,0,1,18937,7,4,100000,3,2,2,0
8515,0,1,48,60000,0,0,43533,6,4,101700,-1,1,0,0
8516,1,0,45,230000,1,1,221691,6,6,110000,5,1,0,0
8517,0,2,61,50000,0,1,60458,7,4,100000,3,3,3,1
8518,0,0,47,30000,1,1,5163,5,6,100000,1,3,3,1
8519,1,0,33,180000,0,0,103956,-1,4,104100,3,1,0,0
8520,1,1,30,230000,1,0,105105,4,4,102068,-1,1,0,0
8521,0,0,42,80000,0,0,16959,-1,4,101235,3,1,3,0
8522,0,2,29,200000,0,2,3540,3,3,103028,2,2,2,0
8523,0,0,29,210000,1,4,3814,2,2,100000,1,3,3,0
8524,0,2,26,120000,0,0,115520,4,4,105001,3,1,0,0
8525,0,0,37,100000,1,0,87055,3,4,103000,-1,1,0,0
8526,0,2,31,210000,0,4,191,2,2,100376,-1,3,3,0
8527,1,0,46,80000,1,1,1548,5,4,100000,3,0,1,0
8528,0,1,30,30000,1,1,29508,7,6,101900,3,1,0,0
8529,1,2,33,470000,0,2,5613,3,3,111606,3,1,2,0
8530,0,0,38,50000,1,2,588,3,3,100588,2,2,2,0
8531,0,2,28,70000,0,0,37325,4,4,102000,3,1,0,0
8532,1,2,30,200000,0,4,0,2,2,100000,1,3,3,0
8533,0,3,29,200000,0,2,9383,3,3,137465,3,2,0,0
8534,1,2,43,290000,1,0,294475,4,4,112021,3,1,0,0
8535,0,2,36,240000,1,2,12181,3,3,106746,2,2,2,0
8536,0,2,35,500000,1,2,2153,-1,3,109869,2,2,2,0
8537,1,0,24,50000,0,0,50244,4,4,101400,3,1,0,0
8538,0,0,43,210000,1,0,80527,4,4,104000,-1,0,0,0
8539,1,1,48,260000,1,0,154927,4,4,108000,3,1,0,0
8540,1,2,31,120000,0,2,2340,3,3,104908,2,2,2,0
8541,0,2,33,140000,0,2,10174,3,3,108651,3,1,2,0
8542,0,1,42,200000,1,0,203340,-1,4,108064,3,1,0,0
8543,0,0,46,120000,1,4,0,2,2,100000,1,3,3,1
8544,0,2,56,210000,0,0,203653,4,4,105000,1,3,3,0
8545,0,2,30,210000,0,2,7631,3,3,105583,2,2,2,0
8546,1,0,33,90000,0,0,56291,4,4,103000,3,1,0,1
8547,1,0,38,30000,0,0,21697,-1,4,101500,-1,1,0,0
8548,1,2,39,470000,1,0,79455,3,4,102348,-1,1,0,0
8549,1,0,47,50000,1,0,10492,6,4,101600,3,1,0,1
8550,0,1,32,60000,1,0,63354,-1,4,103000,-1,1,0,1
8551,0,0,48,50000,1,2,1079,3,6,107651,2,2,2,0
8552,1,1,53,20000,1,0,16854,4,4,101500,3,1,0,0
8553,0,2,33,300000,1,2,3890,3,3,104008,-1,2,0,0
8554,1,0,47,70000,0,1,64586,5,4,100000,3,0,1,0
8555,0,0,41,100000,1,1,97031,6,6,103500,5,0,0,1
8556,0,0,31,200000,1,4,2167,2,2,109003,1,3,3,0
8557,0,0,31,160000,1,4,239,2,2,100000,1,3,3,0
8558,1,0,44,190000,1,0,197494,-1,4,107200,3,1,0,0
8559,0,0,52,50000,1,0,15377,-1,4,102000,3,1,0,0
8560,0,0,24,160000,0,0,55559,4,4,103010,3,1,0,0
8561,1,2,34,220000,0,0,14588,-1,3,105021,2,2,0,0
8562,1,1,59,160000,1,4,-220,2,2,101000,1,3,3,0
8563,0,0,26,190000,0,2,11613,3,3,110000,2,2,2,0
8564,0,0,32,70000,1,0,57550,4,4,103000,3,1,0,0
8565,0,0,22,50000,0,0,18293,4,4,101315,3,1,0,0
8566,0,1,48,210000,1,0,119530,4,4,103998,3,1,0,0
8567,0,0,44,190000,0,0,162051,4,4,117917,3,1,0,0
8568,0,1,63,50000,0,1,51432,6,6,100000,5,1,0,0
8569,1,0,35,110000,1,0,103750,4,4,103759,3,1,0,0
8570,0,0,43,40000,1,0,36415,4,4,101939,-1,1,0,0
8571,1,2,25,80000,0,0,65734,4,4,103000,-1,1,0,0
8572,1,2,39,230000,0,2,260,3,3,101000,2,0,2,0
8573,1,2,32,210000,0,0,124838,-1,4,105000,3,1,1,0
8574,0,0,25,130000,0,2,390,3,3,100780,3,1,0,0
8575,0,0,40,340000,1,0,244451,4,4,110000,3,1,0,0
8576,0,2,30,240000,0,0,12876,4,4,101905,-1,1,0,0
8577,1,2,32,330000,0,1,2145,3,6,100000,2,2,2,0
8578,1,0,37,240000,0,1,45070,6,6,101900,3,1,1,1
8579,1,0,46,100000,1,0,60799,4,3,102036,2,2,3,0
8580,0,2,39,100000,1,0,2998,4,4,101100,5,0,1,1
8581,0,0,34,310000,1,0,86769,4,4,102800,3,1,0,0
8582,1,0,26,310000,0,0,304091,4,4,112805,3,1,0,0
8583,0,2,37,120000,1,0,21128,-1,4,105020,-1,2,2,0
8584,0,0,37,60000,1,0,55233,4,4,101940,3,1,0,0
8585,0,0,44,210000,0,0,308361,-1,4,109408,3,1,0,1
8586,0,0,24,110000,0,2,1362,3,3,101352,2,1,0,0
8587,0,0,34,320000,1,0,3825,4,4,103000,-1,1,0,0
8588,1,0,29,180000,0,4,-2,5,2,100000,1,3,3,0
8589,0,2,36,360000,1,2,15521,3,4,136011,3,2,1,1
8590,1,2,41,160000,1,0,97266,4,4,103769,3,3,3,0
8591,1,2,29,130000,0,0,9700,4,3,100000,2,0,0,0
8592,0,0,29,40000,1,0,8801,3,4,101000,1,3,2,1
8593,1,0,32,70000,0,0,71336,4,4,103609,3,1,0,1
8594,0,0,23,20000,0,1,17538,5,4,100000,3,1,0,0
8595,0,0,23,100000,0,4,101771,2,2,103800,2,2,0,1
8596,0,1,40,90000,1,2,3569,3,3,107385,2,2,2,0
8597,1,1,67,190000,1,1,186797,-1,6,109000,5,1,0,0
8598,1,0,30,120000,0,0,100802,4,4,105200,3,1,0,0
8599,0,0,27,20000,0,0,20218,4,4,101482,3,1,0,0
8600,0,0,34,180000,1,2,13954,4,3,105589,-1,2,3,0
8601,0,2,44,210000,0,2,4925,3,3,132930,2,2,2,0
8602,1,2,38,500000,1,2,75433,3,3,127486,2,2,2,0
8603,1,2,26,70000,0,0,51897,4,4,102230,3,1,1,0
8604,0,0,49,200000,1,2,3024,3,6,110000,3,1,0,0
8605,0,0,36,250000,1,0,107476,4,4,105143,3,1,0,0
8606,1,0,57,20000,0,0,20104,4,4,103000,3,1,0,0
8607,0,2,28,240000,0,0,209848,4,4,110000,3,1,0,0
8608,1,2,38,200000,0,0,180486,-1,4,107000,5,0,1,0
8609,0,1,36,210000,1,2,1168,3,3,101511,-1,2,2,0
8610,1,1,29,80000,1,0,42488,4,4,102000,3,1,0,0
8611,1,0,58,50000,1,2,382,3,3,100000,5,0,3,0
8612,0,0,28,330000,1,0,221793,4,4,110000,3,1,1,0
8613,0,0,27,210000,1,1,174134,6,4,100016,3,1,0,1
8614,1,0,31,260000,1,0,12695,4,4,104005,3,3,3,0
8615,0,0,36,80000,0,4,3966,2,2,100000,1,3,3,0
8616,1,2,30,360000,0,2,11487,-1,3,100307,2,2,2,0
8617,1,1,55,240000,1,0,229254,4,4,108737,3,1,0,0
8618,0,2,28,360000,0,0,152072,4,4,105708,3,1,0,0
8619,1,0,52,30000,0,1,30119,6,4,100000,3,1,0,1
8620,0,0,28,50000,0,0,28457,4,4,101492,3,1,0,1
8621,0,2,29,300000,0,4,1049,2,2,100205,1,3,3,1
8622,1,2,69,430000,1,2,3658,4,3,101962,2,2,0,0
8623,0,0,37,30000,1,3,27672,7,7,102000,-1,1,0,1
8624,1,1,65,350000,1,2,188,3,3,100188,2,2,2,0
8625,1,6,49,480000,0,4,7174,2,2,100000,1,3,3,0
8626,0,0,29,140000,0,0,25973,4,4,130000,3,1,0,0
8627,1,0,34,20000,0,0,18351,4,4,101304,3,1,0,1
8628,0,2,47,280000,1,1,2002,3,6,100000,2,1,0,0
8629,1,2,31,220000,0,4,2828,2,2,102828,1,3,3,0
8630,0,0,34,150000,1,1,140711,6,6,112416,5,1,0,0
8631,1,0,36,200000,1,2,4670,3,3,104670,2,2,2,1
8632,0,0,35,210000,1,1,61189,6,6,103100,3,1,1,1
8633,1,2,47,40000,1,0,38741,6,4,102000,3,1,1,0
8634,0,2,23,70000,0,0,8878,4,4,101500,3,1,0,0
8635,1,0,34,230000,0,4,27178,2,2,100000,1,3,3,0
8636,1,1,40,130000,0,0,129548,4,4,106000,3,1,0,0
8637,0,0,33,180000,0,4,5931,5,2,102294,1,3,3,0
8638,0,0,47,50000,0,0,50883,4,4,102200,3,1,0,1
8639,1,0,36,30000,0,2,3024,3,6,103462,2,2,2,0
8640,0,0,32,450000,0,0,14237,4,4,105016,3,1,0,0
8641,1,2,40,210000,1,2,6223,3,3,108146,2,2,2,0
8642,1,1,24,20000,0,3,20569,-1,6,100000,3,1,0,1
8643,1,2,30,150000,0,0,147112,4,4,104518,3,1,0,0
8644,1,0,40,30000,1,1,15526,5,4,100000,3,2,2,0
8645,0,2,28,160000,0,2,15525,3,3,134604,2,2,2,0
8646,1,0,42,50000,0,4,-4,5,2,100000,-1,3,3,0
8647,0,2,31,330000,1,0,105879,4,6,109260,3,1,0,0
8648,0,0,49,50000,0,0,12272,4,4,102005,3,1,0,0
8649,0,2,29,210000,0,2,18662,3,3,106224,2,2,2,0
8650,1,2,34,90000,1,0,54933,6,4,102009,3,1,0,1
8651,0,0,51,180000,1,1,15100,6,4,100000,3,1,0,0
8652,0,2,58,240000,1,2,0,5,3,100222,2,3,2,1
8653,1,1,25,50000,0,0,45943,4,4,101818,3,1,0,0
8654,0,2,47,100000,1,4,-84,5,3,100000,5,0,1,1
8655,0,2,37,230000,0,4,1985,2,2,108075,-1,3,3,0
8656,1,0,45,200000,1,0,200378,4,4,106061,3,1,0,0
8657,0,2,29,140000,0,1,112592,5,4,100000,3,1,0,0
8658,1,2,31,20000,0,2,0,5,3,100150,1,3,3,0
8659,0,2,28,240000,0,4,8451,2,2,101419,1,3,3,0
8660,0,2,29,220000,0,4,0,2,2,100799,2,2,2,0
8661,0,2,25,110000,0,0,92849,4,4,104346,3,1,0,0
8662,0,0,43,100000,0,0,51146,4,4,105000,5,0,0,0
8663,1,0,40,80000,2,0,72185,4,4,112660,3,1,0,0
8664,0,0,29,250000,0,2,20687,4,3,114158,1,2,2,0
8665,0,0,29,20000,1,1,12186,5,6,100000,5,0,1,0
8666,0,0,59,20000,1,1,19328,5,4,100000,-1,1,3,1
8667,0,0,46,230000,1,2,4328,3,3,101518,2,2,2,1
8668,1,2,54,360000,1,2,-281,5,3,103011,2,2,0,1
8669,1,2,42,30000,1,1,20214,5,6,100000,5,1,0,1
8670,0,0,22,50000,0,0,11970,4,4,103000,3,0,0,0
8671,0,1,52,40000,0,0,31960,4,4,102000,3,1,0,0
8672,0,0,27,170000,0,2,414,3,3,100000,3,1,0,1
8673,0,1,29,50000,0,0,47815,4,4,102500,-1,1,0,0
8674,1,2,32,420000,0,2,1100,3,3,101183,2,3,3,0
8675,0,2,33,240000,0,4,5000,2,2,100000,1,3,3,0
8676,0,2,30,400000,0,2,1919,3,3,107389,2,2,2,0
8677,1,3,28,20000,0,2,780,3,3,101180,2,2,3,0
8678,1,0,30,180000,0,0,42198,4,4,102000,3,1,0,0
8679,0,0,24,30000,0,0,20367,4,4,102000,3,0,1,0
8680,0,0,28,170000,0,0,169531,4,4,108000,3,1,0,0
8681,0,2,31,260000,0,0,181679,4,4,108900,3,1,0,0
8682,0,2,34,70000,1,0,40498,4,4,101668,-1,1,0,0
8683,0,2,35,290000,1,2,703,3,2,100000,1,2,2,1
8684,1,1,37,300000,1,2,4926,3,3,102855,2,2,2,0
8685,0,0,35,30000,1,4,0,5,3,100000,3,2,0,0
8686,0,0,36,280000,0,0,183797,4,4,106083,3,1,0,0
8687,1,2,29,20000,0,0,14492,4,4,101500,3,1,0,0
8688,0,0,50,380000,1,0,294100,4,4,130125,3,0,1,0
8689,0,0,24,80000,0,1,1200,6,9,100000,8,6,4,1
8690,0,0,38,80000,0,0,18733,6,4,102000,5,1,0,0
8691,0,0,26,180000,1,0,3679,4,4,101105,3,1,0,0
8692,1,0,32,150000,0,0,151594,4,4,104523,3,1,0,0
8693,1,0,25,50000,0,4,-1587,2,2,100000,1,3,3,1
8694,0,0,26,50000,1,4,0,5,3,100000,3,1,0,0
8695,0,0,49,360000,1,0,13219,4,3,103050,2,3,3,1
8696,0,1,54,80000,1,0,12158,4,4,102000,3,1,0,0
8697,0,1,40,70000,0,0,12924,4,6,102600,3,1,0,0
8698,0,2,30,200000,1,4,0,5,2,100000,1,3,2,0
8699,0,1,58,30000,1,0,9819,-1,4,101230,3,1,0,0
8700,1,2,27,20000,0,4,0,5,2,100000,1,3,3,0
8701,1,2,28,20000,0,0,7032,4,4,112500,3,1,0,0
8702,0,0,30,240000,0,2,7818,-1,3,109434,1,3,3,0
8703,1,2,39,70000,1,0,60412,4,4,108137,3,1,0,0
